Index,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
578,Guhagar,IN,71.08,scattered clouds,17.4842,73.1929,Hotel Seawinds
580,Grado,ES,50.05,few clouds,43.388,-6.0743,El Lacayo de Sestiello
582,Batemans Bay,AU,71.2,scattered clouds,-35.7167,150.1833,Batemans Bay Marina Resort
583,Nicoya,CR,89.15,broken clouds,10.1483,-85.452,Las Cabinas Del Sueño
584,Hobyo,SO,76.77,overcast clouds,5.3505,48.5268,Halane Hotel and Restaurent
585,Sompeta,IN,65.39,broken clouds,18.9333,84.6,బెంకిలి భైరొడమ్మ క్రికెట్ గ్రౌండ్
586,Fontem,CM,69.71,broken clouds,5.4685,9.8818,Vista Palace Hotel
587,Maumere,ID,78.57,overcast clouds,-8.6199,122.2111,Sylvia Hotel
589,Bilma,NE,62.8,clear sky,18.6853,12.9164,Expeditions Ténére voyages
591,Necochea,AR,58.62,clear sky,-38.5473,-58.7368,dyd -mar Hotel
595,Senanga,ZM,66.45,overcast clouds,-16.1167,23.2667,Zango lodge
597,Pontes E Lacerda,BR,74.39,moderate rain,-15.2261,-59.3353,Hotel Bressan
599,Kindu,CD,69.64,overcast clouds,-2.95,25.95,Résidence Okanda
601,Bako,ET,72.93,scattered clouds,5.7833,36.5667,Goh Hotel
603,San Vicente,AR,73.71,broken clouds,-26.6167,-54.1333,Complejo Turístico Farelluk
605,Gardendale,US,64.15,few clouds,33.6601,-86.8128,Microtel Inn & Suites by Wyndham Gardendale
609,Harper,LR,78.64,clear sky,4.375,-7.7169,Screensaver
612,Constitucion,CL,65.79,clear sky,-35.3333,-72.4167,Hotel Boutique Las Azucenas
613,Ilula,TZ,60.76,overcast clouds,-7.6766,36.0366,FM Lodge
618,Urucui,BR,75.25,heavy intensity rain,-7.2294,-44.5561,Hotel Premium Piauí
619,Biak,ID,74.34,overcast clouds,-0.9131,122.8766,Penginapan Kim
621,Bobon,PH,75.16,broken clouds,12.5246,124.5636,PATILAN RESIDENCE
622,Phuket,TH,75.42,few clouds,8.0,98.25,The Surin
625,Sharjah,AE,73.26,clear sky,25.3573,55.4033,Swiss Belhotel Sharjah
628,Port Blair,IN,74.68,few clouds,11.6667,92.75,"Welcomhotel By ITC Hotels, Bay Island, Port Blair"
629,Zvishavane,ZW,65.19,clear sky,-20.3267,30.0665,Hotel Boutique Runde
630,Coos Bay,US,70.0,clear sky,43.3665,-124.2179,Best Western Holiday Hotel
632,Nieuw Amsterdam,SR,80.62,scattered clouds,5.8833,-55.0833,Hotel Stardust
634,Safaga,EG,57.15,clear sky,26.7292,33.9365,Lamar Resort Abu Soma
636,Healdsburg,US,82.31,clear sky,38.6105,-122.8692,Best Western Dry Creek Inn
638,San Jeronimo,PE,50.18,overcast clouds,-11.9472,-75.2829,Tuki Llajta Pueblo Bonito Eco Lodge
640,Kokoda,PG,78.21,overcast clouds,-8.8785,147.7407,Daito Guest House
642,Saint-Leu,RE,77.83,clear sky,-21.15,55.2833,La Caz Oceane
643,Muros,ES,50.5,few clouds,42.7762,-9.0603,Apartment Av. Castelao
644,Waiouru,NZ,55.49,overcast clouds,-39.4833,175.6667,Tawhiri
645,Kuliyapitiya,LK,73.08,overcast clouds,7.4688,80.0401,Rest House
647,Santa Catarina,BR,68.7,few clouds,-27.0,-50.0,Hotel e Restaurante da Emily - Hotel Salete
648,Sakaraha,MG,78.21,scattered clouds,-22.9,44.5333,Le Relais
650,Niquero,CU,78.31,few clouds,20.0431,-77.5828,Islazul Niquero
652,Gambela,ET,81.97,broken clouds,8.25,34.5833,Solomon Debebe Hotel
653,Koungou,YT,80.31,clear sky,-12.7336,45.2042,Villa Netibor
656,Potiskum,NG,66.74,few clouds,11.7091,11.0694,Tamir Hotel Ltd
658,Lake Charles,US,60.82,broken clouds,30.2131,-93.2044,La Quinta Inn & Suites by Wyndham Lake Charles Casino Area
659,Porteirinha,BR,73.04,overcast clouds,-15.7433,-43.0283,Portal Palace Hotel
661,Wanaka,NZ,53.11,overcast clouds,-44.7,169.15,Wanaka Homestead Lodge and Cottages
663,Mbuji-Mayi,CD,70.2,overcast clouds,-6.15,23.6,GKT Hotel
664,Remanso,BR,78.4,broken clouds,-9.6179,-42.0831,Hotel Mangueira
666,Ampanihy,MG,73.33,clear sky,-24.7,44.75,Angora Hotel
669,Bamora,IN,54.34,clear sky,24.0552,78.0909,Golu Hotel
670,Williamsburg,US,71.65,clear sky,37.2707,-76.7075,Comfort Suites Williamsburg Historic Area
672,Eureka,US,68.2,clear sky,40.8021,-124.1637,Eureka Inn Trademark By Wyndham
673,Kupang,ID,78.73,overcast clouds,-10.1667,123.5833,Hotel On The Rock by Prasanthi
676,Kutum,SD,58.53,few clouds,14.2,24.6667,Dibbo areaمنطقة دبو
679,Miramar,US,80.01,clear sky,25.9873,-80.2323,Casa Miramar
682,Nova Olinda Do Norte,BR,75.74,broken clouds,-3.8881,-59.0942,Casa Juazeiro
683,Vanimo,PG,78.84,overcast clouds,-2.6741,141.3028,Vahmoneh Lodge Vanimo
684,Secunda,ZA,61.32,scattered clouds,-26.55,29.1667,Peermont Walmont Hotel at Graceland
685,Yanam,IN,70.21,broken clouds,16.7333,82.2167,The Regency Hotel
687,Yarada,IN,72.91,overcast clouds,17.65,83.2667,Yarada Jungle Beach Resorts
692,Anahuac,MX,64.24,broken clouds,27.2333,-100.15,HOTEL SAN FELIPE
694,Narasannapeta,IN,65.57,broken clouds,18.4167,84.05,AVK events and catering
695,Kang,BW,71.11,clear sky,-23.6752,22.7876,Kang Ultra Stop
697,Dingle,PH,75.25,scattered clouds,10.9995,122.6711,SEGAYA PROPERTY
698,Madingou,CG,73.56,light rain,-4.1536,13.55,HOTEL KIM ELISA
699,Cockburn Town,TC,77.56,clear sky,21.4612,-71.1419,Osprey Beach Hotel
701,Male,MV,82.35,broken clouds,4.1748,73.5089,Hotel Octave Maldives
702,Laguna,US,79.3,clear sky,38.421,-121.4238,"Holiday Inn Express & Suites Elk Grove Central - Hwy 99, an IHG Hotel"
703,Taltal,CL,69.39,few clouds,-25.4,-70.4833,Residencial Karime
704,Dwarka,IN,68.83,clear sky,22.2394,68.9678,Hotel Narayan Avezika Comfort
706,Iquitos,PE,78.84,broken clouds,-3.7481,-73.2472,Casa Morey Hotel & Restaurant
