City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
686,Balkhash,KZ,46.844,74.9804,12.33,96,100,5.32,overcast clouds
687,Yarada,IN,17.65,83.2667,72.91,72,87,7.43,overcast clouds
688,Amga,RU,60.8953,131.9608,-28.48,100,100,2.06,overcast clouds
689,Igrim,RU,63.1906,64.4162,-2.94,100,97,4.83,overcast clouds
690,Batagay,RU,67.6333,134.6333,-26.64,95,82,3.27,broken clouds
691,Asau,RO,46.4333,26.4,29.75,92,63,2.86,broken clouds
692,Anahuac,MX,27.2333,-100.15,64.24,31,70,23.67,broken clouds
693,Kristiansund,NO,63.1115,7.732,41.65,65,75,6.91,broken clouds
694,Narasannapeta,IN,18.4167,84.05,65.57,72,55,5.19,broken clouds
695,Kang,BW,-23.6752,22.7876,71.11,30,5,6.93,clear sky
696,Shevchenkove,UA,49.6959,37.1735,26.38,91,40,8.32,scattered clouds
697,Dingle,PH,10.9995,122.6711,75.25,92,50,7.18,scattered clouds
698,Madingou,CG,-4.1536,13.55,73.56,95,79,2.8,light rain
699,Cockburn Town,TC,21.4612,-71.1419,77.56,77,0,20.15,clear sky
700,Qaqortoq,GL,60.7167,-46.0333,30.7,96,100,10.83,light snow
701,Male,MV,4.1748,73.5089,82.35,83,75,6.91,broken clouds
702,Laguna,US,38.421,-121.4238,79.3,39,0,1.99,clear sky
703,Taltal,CL,-25.4,-70.4833,69.39,76,22,7.14,few clouds
704,Dwarka,IN,22.2394,68.9678,68.83,56,2,8.79,clear sky
705,Erenhot,CN,43.6475,111.9767,-2.06,90,100,11.16,overcast clouds
706,Iquitos,PE,-3.7481,-73.2472,78.84,94,75,1.14,broken clouds
707,Pechora,RU,65.1472,57.2244,6.57,93,100,11.81,overcast clouds
708,Stavern,NO,59.0,10.0333,40.73,94,100,31.05,light rain
